"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Warp State Statistics","Avg. Active Threads Per Warp","","32",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Warp State Statistics","Avg. Not Predicated Off Threads Per Warp","","31.14",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","WarpStateStats","","","","CPIStall","OPT","On average, each warp of this kernel spends 10.7 cycles being stalled waiting for a scoreboard dependency on a L1TEX (local, global, surface, texture) operation. Find the instruction producing the data being waited upon to identify the culprit. To reduce the number of cycles waiting on L1TEX data accesses verify the memory access patterns are optimal for the target architecture, attempt to increase cache hit rates by increasing data locality (coalescing), or by changing the cache configuration. Consider moving frequently used data to shared memory. This stall type represents about 51.3% of the total average of 20.8 cycles between issuing two instructions.","global","51.29"

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","WarpStateStats","","","","CPIStall","INF","Check the Warp Stall Sampling (All Samples) table for the top stall locations in your source based on sampling data. The Kernel Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#metrics-reference) provides more details on each stall reason.","",""

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Instruction Statistics","Avg. Executed Instructions Per Scheduler","inst","2,023.27",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Instruction Statistics","Executed Instructions","inst","1,068,288",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Instruction Statistics","Avg. Issued Instructions Per Scheduler","inst","2,083.99",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Instruction Statistics","Issued Instructions","inst","1,100,345",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","InstructionStats","","","","FPInstructions","OPT","This kernel executes 0 fused and 221184 non-fused FP32 instructions. By converting pairs of non-fused instructions to their fused (https://docs.nvidia.com/cuda/floating-point/#cuda-and-floating-point), higher-throughput equivalent, the achieved FP32 performance could be increased by up to 50% (relative to its current performance). Check the Source page to identify where this kernel executes FP32 instructions.","global","6.039"

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Launch Statistics","Block Size","","1,024",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Launch Statistics","Cluster Scheduling Policy","","PolicySpread",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Launch Statistics","Cluster Size","","0",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Launch Statistics","Function Cache Configuration","","CachePreferNone",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Launch Statistics","Grid Size","","128",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Launch Statistics","Registers Per Thread","register/thread","31",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Launch Statistics","Shared Memory Configuration Size","Kbyte","8.19",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Launch Statistics","Driver Shared Memory Per Block","Kbyte/block","1.02",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Launch Statistics","Dynamic Shared Memory Per Block","byte/block","0",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Launch Statistics","Static Shared Memory Per Block","byte/block","0",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Launch Statistics","# SMs","SM","132",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Launch Statistics","Threads","thread","131,072",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Launch Statistics","Uses Green Context","","0",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Launch Statistics","Waves Per SM","","0.48",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","LaunchStats","","","","LaunchConfiguration","OPT","The grid for this launch is configured to execute only 128 blocks, which is less than the GPU's 132 multiprocessors. This can underutilize some multiprocessors. If you do not intend to execute this kernel concurrently with other workloads, consider reducing the block size to have at least one block per multiprocessor or increase the size of the grid to fully utilize the available hardware resources. See the Hardware Model (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#metrics-hw-model) description for more details on launch configurations.","global","3.03"

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Occupancy","Max Active Clusters","cluster","0",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Occupancy","Max Cluster Size","block","8",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Occupancy","Overall GPU Occupancy","%","0",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Occupancy","Cluster Occupancy","%","0",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Occupancy","Block Limit Barriers","block","32",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Occupancy","Block Limit SM","block","32",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Occupancy","Block Limit Registers","block","2",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Occupancy","Block Limit Shared Mem","block","8",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Occupancy","Block Limit Warps","block","2",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Occupancy","Theoretical Active Warps per SM","warp","64",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Occupancy","Theoretical Occupancy","%","100",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Occupancy","Achieved Occupancy","%","43.84",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Occupancy","Achieved Active Warps Per SM","warp","28.06",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Occupancy","","","","AchievedOccupancy","OPT","The difference between calculated theoretical (100.0%) and measured achieved occupancy (43.8%) can be the result of warp scheduling overheads or workload imbalances during the kernel execution. Load imbalances can occur between warps within a block as well as across blocks of the same kernel. See the CUDA Best Practices Guide (https://docs.nvidia.com/cuda/cuda-c-best-practices-guide/index.html#occupancy) for more details on optimizing occupancy.","global","56.16"

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Average DRAM Active Cycles","cycle","4,434.40",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Total DRAM Elapsed Cycles","cycle","679,680",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Average L1 Active Cycles","cycle","6,028.35",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Total L1 Elapsed Cycles","cycle","1,435,260",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Average L2 Active Cycles","cycle","7,165.80",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Total L2 Elapsed Cycles","cycle","882,800",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Average SM Active Cycles","cycle","6,028.35",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Total SM Elapsed Cycles","cycle","1,435,260",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Average SMSP Active Cycles","cycle","5,913.71",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU and Memory Workload Distribution","Total SMSP Elapsed Cycles","cycle","5,741,040",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more SMs have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 12.58% above the average, while the minimum instance value is 100.00% below the average.","global","6.976"

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more SMSPs have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 19.97% above the average, while the minimum instance value is 100.00% below the average.","global","10.86"

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more L1 Slices have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 12.58% above the average, while the minimum instance value is 100.00% below the average.","global","6.976"

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more L2 Slices have a much higher number of active cycles than the average number of active cycles. Additionally, other L2 Slices have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 9.71% above the average, while the minimum instance value is 8.69% below the average.","global","6.302"

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Source Counters","Branch Instructions Ratio","%","0.04",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Source Counters","Branch Instructions","inst","41,344",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Source Counters","Branch Efficiency","%","100",

"0","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","Source Counters","Avg. Divergent Branches","","0",

"1","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","2.60",

"1","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.58",

"1","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","11,728",

"1","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Memory Throughput","%","22.81",

"1","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Throughput","%","22.81",

"1","3287498","python3.12","127.0.0.1","void act_and_mul_kernel<__half, &silu<float>>(T1 *, const T1 *, int)","1","7","(1024, 1, 1)","(128, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Duration","us","7.42",

